Totalsales;Travel To
105,3;ROMA
4,75;ROMA
-105,3;ROMA
81,7;ROMA
77,4;ROMA
18,9;BOLOGNA
24,3;RIMINI
77,4;BOLOGNA
31,72;No_Travel To
-257,4;No_Travel To
-289,19;No_Travel To
89,9;PARAY VIEILLE P
106,4;TORINO
114,3;ROMA
670,73;ABU DHABI
-34,63;No_Travel To
690,02;MENDOZA
164,5;ISTANBUL
109,8;ROMA
109,8;MILANO
-179,68;No_Travel To
758,1;No_Travel To
45,89;MARSEILLE
280;AIX EN PROVENCE
105,3;VENEZIA
17,65;UDINE
18,4;VENEZIA
105,3;ROMA
105,3;VENEZIA
105,3;ROMA
105,3;VENEZIA
105,3;ROMA
51,6;TOULOUSE
100,62;TOULOUSE
-100,62;TOULOUSE
39,5;ROMA
39,5;NAPOLI
111,2;VENEZIA
111,2;ROMA
105,3;VENEZIA
105,3;ROMA
89,9;PARAY VIEILLE P
303,27;FT. WORTH
105,3;VENEZIA
105,3;ROMA
24;ST. NAZAIRE
240;CASABLANCA
350,82;OSLO
367,1;OSLO
98;PRAGA
99,65;BUDAPEST
-320,92;No_Travel To
240;CASABLANCA
39,5;ROMA
39,5;NAPOLI
-147,88;No_Travel To
52,3;ROMA
52,3;NAPOLI
-65,31;No_Travel To
-326,1;No_Travel To
101,14;LA TESTE DE BUC
144,26;MERIGNAC
10,85;ROMA
54,2;ROMA
8;ROMA
10,85;FIRENZE
54,2;FIRENZE
-54,2;ROMA
-54,2;FIRENZE
52,3;ROMA
52,3;NAPOLI
98;PRAGA
49,9;ROMA
44,9;NAPOLI
54,2;ROMA
54,2;FIRENZE
15,86;No_Travel To
-104,43;No_Travel To
-339,4;No_Travel To
31,72;No_Travel To
-242,79;No_Travel To
-170,78;No_Travel To
-137,66;No_Travel To
-221,93;No_Travel To
96,3;BYDGOSZCZ
-300,5;No_Travel To
-125,98;No_Travel To
-256,72;No_Travel To
774;BYDGOSZCZ
-161,06;No_Travel To
-426,56;No_Travel To
52,3;ROMA
52,3;NAPOLI
114,3;ROMA
114,3;TORINO
114,3;ROMA
114,3;TORINO
240;CASABLANCA
114,3;ROMA
114,3;TORINO
114,3;TORINO
114,3;ROMA
-189,11;No_Travel To
114,3;ROMA
106,4;TORINO
320,13;No_Travel To
238,35;No_Travel To
-305;PARIGI
105,3;VENEZIA
105,3;ROMA
1467,95;ATENE
332,7;No_Travel To
-272,45;No_Travel To
-78,29;No_Travel To
39,5;ROMA
39,5;NAPOLI
39;NAPOLI
-357,83;No_Travel To
-352,67;No_Travel To
42,8;ROMA
42,8;NAPOLI
418,48;No_Travel To
303,27;FT. WORTH
344,04;No_Travel To
-342,61;No_Travel To
-380,98;No_Travel To
-446,64;No_Travel To
52,3;ROMA
52,3;NAPOLI
-310,82;No_Travel To
-486,83;No_Travel To
52,3;ROMA
32,4;NAPOLI
134,55;PARAY VIEILLE P
42,8;ROMA
32,4;NAPOLI
109,8;MILANO
109,8;ROMA
109,8;MILANO
109,8;ROMA
105,3;VENEZIA
17,65;UDINE
17,65;VENEZIA
105,3;ROMA
39,5;ROMA
39,5;NAPOLI
109,8;MILANO
109,8;ROMA
109,8;MILANO
109,8;ROMA
170,01;No_Travel To
168,51;GENOVA
112,95;CATANIA
151,25;No_Travel To
-151,33;No_Travel To
-253,27;No_Travel To
-242,84;No_Travel To
-221,02;No_Travel To
-107,96;No_Travel To
-143,59;No_Travel To
31,72;No_Travel To
-189,59;No_Travel To
52,3;ROMA
52,3;NAPOLI
105,3;VENEZIA
105,3;ROMA
52,3;ROMA
52,3;NAPOLI
109,8;MILANO
109,8;ROMA
96,3;ROMA
96,3;PADOVA
-301,02;No_Travel To
-316,79;No_Travel To
140,5;No_Travel To
-140,5;No_Travel To
68,4;ROMA
68,4;BOLOGNA
-78,93;No_Travel To
52,3;ROMA
52,3;NAPOLI
-452,94;No_Travel To
-107,1;No_Travel To
-680,74;No_Travel To
102,2;ATENE
459,72;BRUXELLES
26,84;No_Travel To
-282,99;No_Travel To
-271,63;No_Travel To
70;PARIGI
101,25;PARAY VIEILLE P
612,72;CAYENNE
131;PARIGI
238;THE HAGUE
134,55;PARAY VIEILLE P
-123,77;No_Travel To
-65,89;No_Travel To
105,3;VENEZIA
105,3;ROMA
270;SALY PORTUDAL
109,8;ROMA
109,8;MILANO
-109,8;ROMA
-109,8;MILANO
109,8;ROMA
109,8;MILANO
105,3;VENEZIA
105,3;ROMA
-203,29;No_Travel To
156,25;CAGLIARI
-297,39;No_Travel To
128,7;MILANO
128,7;NAPOLI
2,6;NAPOLI
-128,7;NAPOLI
115,9;NAPOLI
128,7;MILANO
128,7;NAPOLI
52,3;ROMA
52,3;NAPOLI
-52,3;ROMA
54,9;ROMA
105,3;VENEZIA
105,3;ROMA
-305,9;No_Travel To
-184,99;No_Travel To
-126,45;No_Travel To
-286,02;No_Travel To
-369,62;No_Travel To
280,9;No_Travel To
86,5;MILANO
-86,5;MILANO
86,5;ROMA
-86,5;ROMA
109,8;MILANO
109,8;ROMA
-368,07;No_Travel To
-384,28;No_Travel To
126,9;No_Travel To
353,97;RUNCORN
495,48;No_Travel To
496,16;No_Travel To
39,5;ROMA
39,5;NAPOLI
120;BUDAPEST
68,4;ROMA
68,4;BOLOGNA
186,04;No_Travel To
109,8;ROMA
109,8;MILANO
105,3;VENEZIA
105,3;ROMA
105,3;ROMA
-446,64;No_Travel To
86,5;MILANO
86,5;ROMA
58;ROMA
68,4;BOLOGNA
44,5;ROMA
44,5;BOLOGNA
52,3;ROMA
52,3;NAPOLI
68,4;BOLOGNA
58;ROMA
68,4;BOLOGNA
-398,96;No_Travel To
262,1;No_Travel To
-262,1;No_Travel To
99,9;ROVERETO
104;CASABLANCA
-104;CASABLANCA
199,3;BUDAPEST
68,4;ROMA
77,4;BOLOGNA
-68,4;ROMA
-77,4;BOLOGNA
68,4;ROMA
68,4;BOLOGNA
68,4;BOLOGNA
68,4;ROMA
79,7;GENOVA
-299,02;No_Travel To
105,3;VENEZIA
105,3;ROMA
4,75;ROMA
-105,3;ROMA
81,7;ROMA
106,4;TORINO
114,3;ROMA
85,33;ROMA
150,5;No_Travel To
-179,82;No_Travel To
52,3;ROMA
52,3;NAPOLI
100,8;NAPOLI
100,8;FIRENZE
39,5;ROMA
39,5;NAPOLI
100,8;NAPOLI
87,4;FIRENZE
54,2;ROMA
54,2;FIRENZE
54,2;ROMA
44,7;FIRENZE
54,2;ROMA
54,2;FIRENZE
-275,61;No_Travel To
-81,11;No_Travel To
-219,4;No_Travel To
109,8;ROMA
109,8;MILANO
109,8;ROMA
109,8;MILANO
39,5;ROMA
39,5;NAPOLI
109,8;ROMA
109,8;MILANO
109,8;ROMA
109,8;MILANO
110;ROMA
90;ROMA
110;ROMA
110;ROMA
180,56;No_Travel To
329,5;THE HAGUE
372,5;THE HAGUE
-329,5;THE HAGUE
494,01;THE HAGUE
128;BARI
20,9;LECCE
-450;ISTANBUL
360;ISTANBUL
91,35;No_Travel To
87,48;No_Travel To
239,64;No_Travel To
243,49;No_Travel To
91,35;No_Travel To
87,48;No_Travel To
245,27;No_Travel To
243,49;No_Travel To
85,72;No_Travel To
87,48;No_Travel To
276,88;CAIRO
-304,07;No_Travel To
91,35;No_Travel To
87,48;No_Travel To
85,72;No_Travel To
87,48;No_Travel To
39,5;ROMA
39,5;NAPOLI
769,1;No_Travel To
376,39;MUNCHIN
109,03;CIAMPINO
73,92;CAGLIARI
581,76;AMSTERDAM
337,96;VENEZIA
90,74;PRAGA
140,24;FIUMICINO
188,62;CAGLIARI
232,22;PARIGI
2324,86;CAYENNE
190,73;FIUMICINO
283,74;BRUXELLES
205,18;FIUMICINO
130,62;CAGLIARI
90,74;PARIGI
97,99;PARIGI
1673,72;CAYENNE
200,73;VENEZIA
328,85;CATANIA
60;CAGLIARI
130,03;CAGLIARI
190,73;FIUMICINO
328,85;CATANIA
90,74;PARIGI
189,38;BORDEAUX
645,95;CAGLIARI
478,59;BORDEAUX
228,54;AGADIR
89,19;CASABLANCA
173,22;FIUMICINO
808,79;BORDEAUX
-579,79;BORDEAUX
315,96;VENEZIA
83,18;CATANIA
143,65;CATANIA
628,79;CAGLIARI
-143,65;CATANIA
130,62;FIUMICINO
460,56;BORDEAUX
356,37;FIUMICINO
334,54;VENEZIA
130,62;CAGLIARI
1153,97;DAKAR
181,2;NAPOLI
140,46;CAGLIARI
2103,86;CAYENNE
288,22;PARIGI
88,63;CAGLIARI
56,12;FIUMICINO
163;CAGLIARI
56,7;FIUMICINO
130,03;FIUMICINO
-130,03;FIUMICINO
130,62;FIUMICINO
505,8;STOCCOLMA
73,92;CAGLIARI
130,62;CAGLIARI
697,92;BRUXELLES
181,2;NAPOLI
140,46;CAGLIARI
609,23;CAGLIARI
130,62;CAGLIARI
130,03;FIUMICINO
130,62;FIUMICINO
130,03;CAGLIARI
251,02;FIUMICINO
130,74;AMSTERDAM
222,02;FIUMICINO
189,38;BORDEAUX
645,95;CAGLIARI
478,59;BORDEAUX
249,55;CIAMPINO
180,53;MADRID
170,33;FIUMICINO
808,79;BORDEAUX
-579,79;BORDEAUX
130,62;CAGLIARI
130,62;CAGLIARI
130,62;CAGLIARI
405,67;FIRENZE
130,62;CAGLIARI
492;FIUMICINO
73,06;CATANIA
167,79;CAGLIARI
24,2;CATANIA
60;CAGLIARI
187,92;CAGLIARI
88,8;CATANIA
60;CAGLIARI
127;CAGLIARI
369,43;CATANIA
811,43;CATANIA
628,79;CAGLIARI
275,72;PARIGI
2550,86;CAYENNE
103,53;FIUMICINO
1641,2;NARITA
277,38;ESENBOGA
544,85;CATANIA
60;CAGLIARI
92,17;CATANIA
186,79;CAGLIARI
130,03;FIUMICINO
1665,25;CAYENNE
140;ISTANBUL
169,58;NANTES
205;NANTES
145,99;TOLOUSE
649,1;FIUMICINO
752,79;ISTANBUL
518,74;PARIGI
1733,33;FIUMICINO
130,03;CAGLIARI
130,62;CAGLIARI
56,7;FIUMICINO
130,62;CAGLIARI
260,75;CATANIA
624,07;CATANIA
58;CAGLIARI
167,79;CAGLIARI
182,65;CATANIA
103,41;CAGLIARI
647,43;CATANIA
442,43;CATANIA
239,79;CAGLIARI
259,79;CAGLIARI
-239,79;CAGLIARI
260,75;CATANIA
130,62;CAGLIARI
385,74;PARIGI
2103,86;CAYENNE
177,73;FIUMICINO
55,03;BARI
60,08;MILANO
64,92;CATANIA
152,84;FIUMICINO
614,02;BARI
172,62;CAGLIARI
2793,47;BUENOS AIRES
562,19;MENDOZA
54;BUENOS AIRES
752,79;ISTANBUL
518,74;PARIGI
1733,33;FIUMICINO
917,11;BAHREIN
766,45;KUWAIT CITY
224,9;FIUMICINO
162,86;PALERMO
385,74;PARIGI
5199,14;CAYENNE
177,73;FIUMICINO
1999,62;DALLAS
130,62;FIUMICINO
1152,54;DALLAS
92,17;CATANIA
186,79;CAGLIARI
550,22;CASABLANCA
90,74;PRAGA
128,24;FIUMICINO
228,74;BUDAPEST
249,4;FIUMICINO
550,22;CASABLANCA
605,92;BRUXELLES
157,07;MADRID
142,79;FIUMICINO
130,62;FIUMICINO
165,58;NANTES
636,17;FIUMICINO
73,92;CAGLIARI
308,44;FIUMICINO
130,62;FIUMICINO
90,74;PRAGA
140,24;FIUMICINO
571,74;BRUXELLES
381,18;FIUMICINO
86,92;OLBIA
56,7;FIUMICINO
2555,65;BUENOS AIRES
407,88;MENDOZA
30;BUENOS AIRES
526;CAGLIARI
181,2;NAPOLI
140,46;CAGLIARI
554,23;CAGLIARI
162,72;OLBIA
181,15;WARSAW
571,22;CASABLANCA
162,72;OLBIA
-253,7;PARIGI
613,63;ATENE
642,92;BRUXELLES
402,92;BRUXELLES
1152,54;DALLAS
2759,98;CAYENNE
729,76;AMSTERDAM
606,29;NAPOLI
130,03;FIUMICINO
130,62;FIUMICINO
95,79;VENEZIA
130,62;FIUMICINO
165,9;BRINDISI
145,01;TREVISO
130,03;CAGLIARI
130,62;CAGLIARI
762,76;AMSTERDAM
130,62;CAGLIARI
130,62;CAGLIARI
130,62;CAGLIARI
280,16;BRINDISI
143,02;BRINDISI
483,12;BRINDISI
393,21;FIUMICINO
62,94;BRINDISI
82;FIUMICINO
228,75;CATANIA
550,75;CATANIA
218;FIUMICINO
-218;FIUMICINO
411,75;CATANIA
220,75;CATANIA
190,58;NANTES
184;NANTES
272,74;ATENE
50,99;CIAMPINO
241,74;BRUXELLES
292,18;FIUMICINO
90,74;PARIGI
90,74;PARIGI
2187,86;CAYENNE
159,23;FIUMICINO
358,74;BRUXELLES
251,02;FIUMICINO
2759,98;CAYENNE
1153,97;DAKAR
180,24;BARI
162,16;ATENE
704,92;ATENE
130,03;CAGLIARI
130,62;CAGLIARI
97;FIUMICINO
491,75;CATANIA
176,92;GENOVA
117,35;FIUMICINO
110;FIUMICINO
260,26;GENOVA
150,92;GENOVA
193,35;FIUMICINO
344,26;GENOVA
130,03;FIUMICINO
130,62;FIUMICINO
130,62;FIUMICINO
180,53;MADRID
142,79;FIUMICINO
68,56;BRINDISI
534,08;FIUMICINO
529,09;KUALA LUMPUR
476,71;MANCHESTER
446,63;CASABLANCA
171,43;FIUMICINO
295,14;BUDAPEST
79;CATANIA
628,79;CAGLIARI
143,07;CATANIA
463,43;CATANIA
361,94;GENOVA
286;CAGLIARI
162,72;OLBIA
167,65;GENOVA
468,94;GENOVA
258,75;CATANIA
228,54;AGADIR
89,19;CASABLANCA
173,22;FIUMICINO
357,14;BUDAPEST
189,86;PALERMO
130,62;CAGLIARI
130,62;CAGLIARI
130,62;CAGLIARI
130,62;CAGLIARI
130,62;CAGLIARI
539,11;FIUMICINO
393,21;FIUMICINO
62,94;BRINDISI
130,03;CAGLIARI
56,12;FIUMICINO
-916,76;AMSTERDAM
916,76;AMSTERDAM
440,74;AMSTERDAM
916,76;AMSTERDAM
109,12;CIAMPINO
705,77;BRUXELLES
705,77;BRUXELLES
-705,77;BRUXELLES
130,62;FIUMICINO
275;FIUMICINO
43,43;MARSEILLE
190;LUXEMGOURG
70;LUXEMGOURG
70;LUXEMGOURG
99;ROMA
341,85;No_Travel To
159,53;No_Travel To
254,49;No_Travel To
880;MONTEGROTTO TER
352,32;No_Travel To
335,24;No_Travel To
240;CATANIA
110;ROMA
110;ROMA
115;ROMA
-110;ROMA
200;ROMA
230;ROMA
-200;ROMA
267,45;No_Travel To
108,6;ROMA
56,75;No_Travel To
300;CATANIA
300;CATANIA
-300;CATANIA
110;ROMA
320;MONTEGROTTO TER
297;CATANIA
320;MONTEGROTTO TER
193,61;No_Travel To
201,57;No_Travel To
478,07;No_Travel To
185,75;No_Travel To
99;ROMA
296;ROMA
-296;ROMA
148;ROMA
-148;ROMA
357;ROMA
376;ROMA
-376;ROMA
139,6;No_Travel To
107;ROMA
75,6;ROMA
396,82;No_Travel To
179,75;No_Travel To
364,5;ROMA
349,5;ROMA
-364,5;ROMA
382,5;ROMA
-349,5;ROMA
95;CAGLIARI
119;ROMA
93,94;No_Travel To
193,59;No_Travel To
169,14;No_Travel To
218,11;No_Travel To
114,5;ROMA
131,08;No_Travel To
290,65;No_Travel To
296;ROMA
97,56;No_Travel To
357;ROMA
85;CAGLIARI
-85;CAGLIARI
126,93;No_Travel To
78;TABIANO
471,65;No_Travel To
90,89;No_Travel To
424;ROMA
344;ROMA
548,68;No_Travel To
1694,61;No_Travel To
54;CIAMPINO
182,93;No_Travel To
277,71;No_Travel To
210,49;No_Travel To
1400;CATANIA
-2380;CATANIA
2160;SAN GREGORIO DI
1312,49;No_Travel To
50;No_Travel To
-50;No_Travel To
80;SAN GREGORIO DI
320;SAN GREGORIO DI
450;VACCARIZZO
720;SAN GREGORIO DI
-720;SAN GREGORIO DI
80,75;CATANIA
400;CATANIA
504;CATANIA
80;CATANIA
204,41;No_Travel To
365;MISTERBIANCO
220;BELPASSO
55;BELPASSO
400;CATANIA
400;ROMA
42,7;No_Travel To
288;CATANIA
316;CATANIA
402,58;No_Travel To
75;POMEZIA
344;ROMA
352,32;No_Travel To
255,26;No_Travel To
225;SIRACUSA
400;CATANIA
80;CATANIA
80;CATANIA
-80;CATANIA
99;ROMA
292;MISTERBIANCO
208;CATANIA
220;BELPASSO
300;ASSEMINI
-372;ASSEMINI
400;CATANIA
622;No_Travel To
111,77;No_Travel To
105,4;ROMA
50;ZOPPOLA
202,5;SIRACUSA
243;ROMA
229,4;ROMA
-243;ROMA
229,4;ROMA
251,4;ROMA
-229,4;ROMA
-229,4;ROMA
225,67;No_Travel To
289,19;No_Travel To
99;TORINO
174;GALATINA
360;GIOIA DEL COLLE
179,68;No_Travel To
66;UDINE
324;QUINTO DI TREVI
440;QUINTO DI TREVI
320;TREVISO
-320;TREVISO
125,1;VENEZIA
110;QUINTO DI TREVI
169,34;No_Travel To
109;VENEZIA
110;QUINTO DI TREVI
285;ISOLA DELLE FEM
330;QUINTO DI TREVI
59,79;No_Travel To
267;TORRILE
316;CATANIA
320,92;No_Travel To
147,88;No_Travel To
186,45;No_Travel To
65,31;No_Travel To
232;TERRANUOVA BRAC
180;TERRANUOVA BRAC
174,99;TERRANUOVA BRAC
326,09;No_Travel To
91;ROMA
91;ROMA
125;ROMA
164;ASSEMINI
149,54;No_Travel To
215,96;No_Travel To
88,57;No_Travel To
339,41;No_Travel To
211,07;No_Travel To
170,79;No_Travel To
137,67;No_Travel To
95;CAGLIARI
221,93;No_Travel To
300,5;No_Travel To
125,98;No_Travel To
256,73;No_Travel To
160,13;No_Travel To
82,37;No_Travel To
161,06;No_Travel To
426,56;No_Travel To
98;ROMA
164;MONTEVARCHI
89;ROMA
229;ROMA
189,11;No_Travel To
236;ROMA
89;VENEZIA
272,45;No_Travel To
78,29;No_Travel To
79;ROMA
79;ROMA
357,83;No_Travel To
352,67;No_Travel To
75,6;ROMA
84,19;No_Travel To
74;ROMA
478,47;No_Travel To
342,61;No_Travel To
380,99;No_Travel To
446,64;No_Travel To
310,82;No_Travel To
486,83;No_Travel To
110,41;No_Travel To
-134,7;No_Travel To
578,62;No_Travel To
256,13;No_Travel To
251,71;No_Travel To
195,82;No_Travel To
78;UDINE
80;MATERA
44,87;No_Travel To
144,52;No_Travel To
201,26;No_Travel To
182,93;No_Travel To
114;GENOVA
75;POMEZIA
255;SAN GIOVANNI LA
218;SAN GIOVANNI LA
161,94;No_Travel To
151,33;No_Travel To
253,27;No_Travel To
242,84;No_Travel To
221,03;No_Travel To
107,96;No_Travel To
227,62;No_Travel To
350;POGGIARDO
139,6;No_Travel To
560;POGGIARDO
630;POGGIARDO
-560;POGGIARDO
143,59;No_Travel To
225;VICO EQUENSE
356,4;PISA
157,87;No_Travel To
100;ZOPPOLA
120;TERRANUOVA BRAC
400;MATERA
-400;MATERA
100;MATERA
340;DOMODOSSOLA
210;CATANIA
-207;CATANIA
100;MATERA
131,1;No_Travel To
268,36;No_Travel To
253,68;No_Travel To
300;CATANIA
80;MONTEGROTTO TER
200;CATANIA
80;MONTEGROTTO TER
360;CATANIA
351;CATANIA
420;CATANIA
301,02;No_Travel To
316,79;No_Travel To
78,94;No_Travel To
452,94;No_Travel To
107,1;No_Travel To
680,74;No_Travel To
320;MONTEGROTTO TER
320;MONTEGROTTO TER
276;VIGEVANO
59;ROMA
1037,07;No_Travel To
256,15;No_Travel To
271,63;No_Travel To
73,36;No_Travel To
110,41;No_Travel To
123,77;No_Travel To
65,89;No_Travel To
100;ZOPPOLA
394,4;No_Travel To
281,84;No_Travel To
128,21;No_Travel To
210;GIOIA DEL COLLE
343,91;No_Travel To
80;TIVOLI
105;VENEZIA
296;ROMA
203,29;No_Travel To
95;CAGLIARI
297,39;No_Travel To
225;MILANO
449,56;MILANO
305,9;No_Travel To
184,99;No_Travel To
126,45;No_Travel To
286,03;No_Travel To
400;ALASSIO
369,62;No_Travel To
440;ALASSIO
155,77;No_Travel To
131,1;No_Travel To
307,88;No_Travel To
80,75;SARONNO
147,38;No_Travel To
271,23;No_Travel To
368,08;No_Travel To
308,56;No_Travel To
177,71;No_Travel To
240;ALASSIO
-80;ALASSIO
240;ALASSIO
80;ALASSIO
214,13;No_Travel To
85;ALASSIO
110,41;No_Travel To
99,63;No_Travel To
303;ROMA
85;ROMA
32;No_Travel To
-32;No_Travel To
-85;ROMA
161;ROMA
74;ROMA
-161;ROMA
280;POGGIARDO
148;ROMA
400;ALASSIO
400;ALASSIO
-400;ALASSIO
59;CIAMPINO
126;FIUMICINO
440;ALASSIO
384,28;No_Travel To
288;CATANIA
280;CATANIA
319,07;No_Travel To
218;TAORMINA
212,99;No_Travel To
117;VENEZIA
77;ROMA
75,6;ROMA
74;ROMA
324;QUINTO DI TREVI
432;QUINTO DI TREVI
-324;QUINTO DI TREVI
446,64;No_Travel To
318,75;MILANO
106,25;MILANO
-318,75;MILANO
58;TERRANUOVA BRAC
100,86;No_Travel To
232;TERRANUOVA BRAC
180;TERRANUOVA BRAC
116,25;ROMA
108,9;ROMA
122,9;ROMA
-108,9;ROMA
312;ROMA
398,96;No_Travel To
80;ALASSIO
147,29;No_Travel To
255;TORRILE
118;TABIANO
257,55;No_Travel To
170;ALASSIO
170;ALASSIO
-170;ALASSIO
398,11;No_Travel To
299,03;No_Travel To
95,93;No_Travel To
50;ZOPPOLA
99;TORINO
291;TERRANUOVA BRAC
240;TERRANUOVA BRAC
235;TERRANUOVA BRAC
192;TERRANUOVA BRAC
255,99;ROMA
-255,99;ROMA
196;TORINO
103;S. ILARIO D''EN
-98;TORINO
84,9;PIACENZA
-84,9;PIACENZA
179,82;No_Travel To
224,52;No_Travel To
380;ISOLA DELLE FEM
172;BERGAMO
-172;BERGAMO
114;GENOVA
85;ROMA
107;ROMA
243;ROMA
255;ROMA
-243;ROMA
275,61;No_Travel To
81,11;No_Travel To
219,41;No_Travel To
350;POGGIARDO
630;POGGIARDO
770;POGGIARDO
-630;POGGIARDO
240;MALBORGHETTO VA
60;MALBORGHETTO VA
240;MALBORGHETTO VA
180;MALBORGHETTO VA
99;ROMA
107;ROMA
345;ROMA
119,4;ROMA
89;ROMA
100;ROMA
79;ROMA
75;ROMA
312,05;No_Travel To
282,38;No_Travel To
817,8;ROMA
817,8;ROMA
315;ARZACHENA
385;ARZACHENA
-315;ARZACHENA
110;ARZACHENA
-110;ARZACHENA
55;ARZACHENA
165;ARZACHENA
817,8;ROMA
315;ARZACHENA
385;ARZACHENA
-315;ARZACHENA
110;ARZACHENA
-110;ARZACHENA
315;ARZACHENA
385;ARZACHENA
-315;ARZACHENA
110;ARZACHENA
-110;ARZACHENA
165;ARZACHENA
304,07;No_Travel To
315;ARZACHENA
385;ARZACHENA
-315;ARZACHENA
110;ARZACHENA
-110;ARZACHENA
55;ARZACHENA
165;ARZACHENA
817,8;ROMA
817,8;ROMA
85,07;No_Travel To
817,8;ROMA
817,8;ROMA
52,3;ROMA
52,3;NAPOLI
52,3;NAPOLI
52,3;ROMA
51,01;FIUMICINO
594,4;SCHEVENINGEN
120,42;TOULOUSE
2230,86;CAYENNE
108,25;ORLY
457,05;SCHEVENINGEN
115,9;MORANGIS
1971,72;CAYENNE
91,2;TORINO
114,3;ROMA
69,9;ROMA
62;MILANO
52,3;ROMA
52,3;NAPOLI
39,5;ROMA
39,5;NAPOLI
155;PARAY VIEILLE P
893,86;CAYENNE
105,3;ROMA
105,3;VENEZIA
440;BISCARROSSE
105,3;ROMA
105,3;VENEZIA
7,35;RAVENNA
13,7;BOLOGNA
68,4;BOLOGNA
-68,4;BOLOGNA
13,7;ROMA
68,4;ROMA
7,35;BOLOGNA
-68,4;ROMA
52,3;NAPOLI
52,3;ROMA
490;BISCARROSSE
114,3;ROMA
-653,63;FT. WALTON BEAC
503,52;FT. WALTON BEAC
490;BISCARROSSE
90,9;VERONA
90,9;ROMA
109,8;MILANO
109,8;ROMA
9;SALERNO
52,3;NAPOLI
53,2;ROMA
54,2;ROMA
54,2;FIRENZE
54,2;ROMA
54,2;FIRENZE
14;FIUMICINO
14;ROMA
114,3;ROMA
125;BRUXELLES
15,3;ALASSIO
79,7;GENOVA
17;GENOVA
79,7;ROMA
109,8;ROMA
109,8;MILANO
96,3;PADOVA
96,3;ROMA
109,8;ROMA
109,8;MILANO
52,3;NAPOLI
52,3;ROMA
109,8;ROMA
109,8;MILANO
39,5;ROMA
39,5;NAPOLI
39,5;ROMA
39,5;NAPOLI
39,5;ROMA
39,5;NAPOLI
52,3;ROMA
52,3;NAPOLI
270;ROCHEFORT
142,5;ROCHEFORT
-270;ROCHEFORT
39,5;ROMA
39,5;NAPOLI
39,5;ROMA
39,5;NAPOLI
766,08;No_Travel To
-653,63;FT. WALTON BEAC
503,52;FT. WALTON BEAC
177;TANGIER
112;RABAT
228;KIEV
96,3;PADOVA
96,3;ROMA
109,8;ROMA
109,8;MILANO
129,8;PARAY VIEILLE P
52,3;NAPOLI
52,3;ROMA
88,4;PARAY VIEILLE P
52,3;ROMA
52,3;NAPOLI
52,3;ROMA
52,3;NAPOLI
109,8;MILANO
22;MILANO
-109,8;MILANO
-77,42;JAKARTA
-154,84;MALANG
103,41;CATANIA
90,9;VERONA
90,9;ROMA
133,7;CATANIA
139,5;BRUXELLES
143,74;BRUXELLES
-139,5;BRUXELLES
700;PARIGI
-135;ISTANBUL
308,55;No_Travel To
54,2;FIRENZE
440;BISCARROSSE
490;BISCARROSSE
490;BISCARROSSE
-490,22;FT. WALTON BEAC
2184,85;MENDOZA
49,9;ROMA
18,9;BOLOGNA
36;RIMINI
49,9;BOLOGNA
38;VENEZIA
20;BOLOGNA
1,25;VENEZIA PORTO M
105,3;VENEZIA
105,3;ROMA
20;RIMINI
54,9;BOLOGNA
68,4;ROMA
9,85;BOLOGNA
20;RIMINI
68,4;BOLOGNA
77,4;ROMA
18,9;BOLOGNA
24,3;RIMINI
77,4;BOLOGNA
-164,5;ISTANBUL
73,06;FIUMICINO
700;PARIGI
319,29;LONDRA
109,8;ROMA
109,8;MILANO
109,8;ROMA
109,8;MILANO
13,82;CASABLANCA
778,65;CHIBA
103,93;CASABLANCA
152,46;No_Travel To
300;BYDGOSZCZ
107;WARSAW
-169,23;KONYA
98,8;KONYA
39,5;ROMA
39,5;NAPOLI
52,3;ROMA
52,3;NAPOLI
52,3;ROMA
52,3;NAPOLI
101,7;MILANO
109,8;ROMA
101,7;MILANO
109,8;ROMA
222,5;MERIGNAC
110;ANTWERP
69,14;TOULON
109,8;MILANO
109,8;ROMA
15,3;ALASSIO
88,5;GENOVA
17;GENOVA
79,7;ROMA
2184,85;MENDOZA
39,5;ROMA
39,5;NAPOLI
128,7;VENEZIA
128,7;NAPOLI
96,55;NAPOLI
-128,7;NAPOLI
39,5;ROMA
39,5;NAPOLI
128,7;MILANO
128,7;NAPOLI
4,4;FIRENZE
44,7;ROMA
114,3;ROMA
114,3;TORINO
114,3;ROMA
114,3;TORINO
512,1;MALINDI
105,3;VENEZIA
105,3;ROMA
240;ATENE
177;TANGIER
-177;TANGIER
112;RABAT
-112;RABAT
177;TANGIER
72;ROMA
30,5;No_Travel To
105,3;VENEZIA
105,3;ROMA
-105,3;ROMA
105,3;ROMA
52,3;NAPOLI
52,3;ROMA
109,8;MILANO
109,8;ROMA
86,5;MILANO
109,8;ROMA
68,4;ROMA
4,75;BOLOGNA
13,7;ROMA
-68,4;ROMA
77,4;ROMA
4,75;BOLOGNA
547,57;ATENE
29,81;ATENE
212,36;No_Travel To
116;TRENTO
104,4;ROMA
104,4;TRENTO
240;ATENE
52,3;ROMA
14;FIUMICINO
14;ROMA
52,3;NAPOLI
104,4;ROMA
104,4;TRENTO
109,8;MILANO
109,8;ROMA
52,3;ROMA
52,3;NAPOLI
104,4;ROMA
104,4;TRENTO
105,3;VENEZIA
105,3;ROMA
81,7;VENEZIA
105,3;ROMA
